,Country,Lat,Long,Date,confirmed_cases,death_cases,recovered_cases,confirm,recovered,death,death1,continent,color,daily_conf,daily_death,daily_recovered,daily_conf_f,daily_recovered_f,daily_death_f
2667,Malaysia,2.5,112.5,2020-02-05,12,0,0,12,0,0,1.722163057360357,Asia,red,2.0,0.0,0.0,2,0,0
2699,Russia,60.0,90.0,2020-02-05,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2735,United Kingdom,270.0299,-482.9247,2020-02-05,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2734,United Arab Emirates,24.0,54.0,2020-02-05,5,0,0,5,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2739,Vietnam,16.0,108.0,2020-02-05,8,0,1,8,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2726,Thailand,15.0,101.0,2020-02-05,25,0,5,25,5,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2731,United States of America,37.0902,-95.7129,2020-02-05,11,0,0,11,0,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
2723,Taiwan,23.7,121.0,2020-02-05,11,0,0,11,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2711,Singapore,1.2833,103.8333,2020-02-05,28,0,0,28,0,0,1.722163057360357,Asia,red,4.0,0.0,0.0,4,0,0
2717,Spain,40.0,-4.0,2020-02-05,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2718,Sri Lanka,7.0,81.0,2020-02-05,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2721,Sweden,63.0,16.0,2020-02-05,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2592,Cambodia,11.55,104.9167,2020-02-05,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2597,China,1083.3367,3684.4197,2020-02-05,27440,563,1115,"27,440","1,115",563,1.9288332847171272,Asia,red,3733.0,72.0,272.0,"3,733",272,72
2570,Australia,-255.9695,1129.8623,2020-02-05,13,0,2,13,2,0,1.722163057360357,Oceania,green,0.0,0.0,0.0,0,0,0
2578,Belgium,50.8333,4.0,2020-02-05,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2639,India,21.0,78.0,2020-02-05,3,0,0,3,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2645,Italy,43.0,12.0,2020-02-05,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2647,Japan,36.0,138.0,2020-02-05,22,0,1,22,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2651,South Korea,36.0,128.0,2020-02-05,19,0,0,19,0,0,1.722163057360357,Asia,red,3.0,0.0,0.0,3,0,0
2622,Finland,64.0,26.0,2020-02-05,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2626,Germany,51.0,9.0,2020-02-05,12,0,0,12,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2863,Nepal,28.1667,84.25,2020-02-06,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2877,Philippines,13.0,122.0,2020-02-06,2,1,0,2,0,1,1.7225301447979355,Asia,red,0.0,0.0,0.0,0,0,0
2850,Malaysia,2.5,112.5,2020-02-06,12,0,0,12,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2904,Sweden,63.0,16.0,2020-02-06,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2909,Thailand,15.0,101.0,2020-02-06,25,0,5,25,5,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2914,United States of America,37.0902,-95.7129,2020-02-06,11,0,0,11,0,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
2917,United Arab Emirates,24.0,54.0,2020-02-06,5,0,0,5,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2918,United Kingdom,270.0299,-482.9247,2020-02-06,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2922,Vietnam,16.0,108.0,2020-02-06,10,0,1,10,1,0,1.722163057360357,Asia,red,2.0,0.0,0.0,2,0,0
2894,Singapore,1.2833,103.8333,2020-02-06,28,0,0,28,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2906,Taiwan,23.7,121.0,2020-02-06,16,0,1,16,1,0,1.722163057360357,Asia,red,5.0,0.0,1.0,5,1,0
2882,Russia,60.0,90.0,2020-02-06,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2900,Spain,40.0,-4.0,2020-02-06,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2901,Sri Lanka,7.0,81.0,2020-02-06,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2775,Cambodia,11.55,104.9167,2020-02-06,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2780,China,1083.3367,3684.4197,2020-02-06,30587,633,1477,"30,587","1,477",633,1.9545294053476312,Asia,red,3147.0,70.0,362.0,"3,147",362,70
2753,Australia,-255.9695,1129.8623,2020-02-06,14,0,2,14,2,0,1.722163057360357,Oceania,green,1.0,0.0,0.0,1,0,0
2761,Belgium,50.8333,4.0,2020-02-06,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2828,Italy,43.0,12.0,2020-02-06,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2830,Japan,36.0,138.0,2020-02-06,22,0,1,22,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2805,Finland,64.0,26.0,2020-02-06,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2822,India,21.0,78.0,2020-02-06,3,0,0,3,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2809,Germany,51.0,9.0,2020-02-06,12,0,0,12,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
2834,South Korea,36.0,128.0,2020-02-06,23,0,0,23,0,0,1.722163057360357,Asia,red,4.0,0.0,0.0,4,0,0
3046,Nepal,28.1667,84.25,2020-02-07,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3060,Philippines,13.0,122.0,2020-02-07,3,1,0,3,0,1,1.7225301447979355,Asia,red,1.0,0.0,0.0,1,0,0
3033,Malaysia,2.5,112.5,2020-02-07,12,0,1,12,1,0,1.722163057360357,Asia,red,0.0,0.0,1.0,0,1,0
3087,Sweden,63.0,16.0,2020-02-07,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3092,Thailand,15.0,101.0,2020-02-07,25,0,5,25,5,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3097,United States of America,37.0902,-95.7129,2020-02-07,11,0,0,11,0,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
3100,United Arab Emirates,24.0,54.0,2020-02-07,5,0,0,5,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3101,United Kingdom,270.0299,-482.9247,2020-02-07,3,0,0,3,0,0,1.722163057360357,Europe,orange,1.0,0.0,0.0,1,0,0
3105,Vietnam,16.0,108.0,2020-02-07,10,0,1,10,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3077,Singapore,1.2833,103.8333,2020-02-07,30,0,0,30,0,0,1.722163057360357,Asia,red,2.0,0.0,0.0,2,0,0
3089,Taiwan,23.7,121.0,2020-02-07,16,0,1,16,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3065,Russia,60.0,90.0,2020-02-07,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3083,Spain,40.0,-4.0,2020-02-07,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3084,Sri Lanka,7.0,81.0,2020-02-07,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2958,Cambodia,11.55,104.9167,2020-02-07,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2963,China,1083.3367,3684.4197,2020-02-07,34110,718,1999,"34,110","1,999",718,1.9857318375418151,Asia,red,3523.0,85.0,522.0,"3,523",522,85
2936,Australia,-255.9695,1129.8623,2020-02-07,15,0,2,15,2,0,1.722163057360357,Oceania,green,1.0,0.0,0.0,1,0,0
2944,Belgium,50.8333,4.0,2020-02-07,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3011,Italy,43.0,12.0,2020-02-07,3,0,0,3,0,0,1.722163057360357,Europe,orange,1.0,0.0,0.0,1,0,0
3013,Japan,36.0,138.0,2020-02-07,25,0,1,25,1,0,1.722163057360357,Asia,red,3.0,0.0,0.0,3,0,0
2988,Finland,64.0,26.0,2020-02-07,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3005,India,21.0,78.0,2020-02-07,3,0,0,3,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
2992,Germany,51.0,9.0,2020-02-07,13,0,0,13,0,0,1.722163057360357,Europe,orange,1.0,0.0,0.0,1,0,0
3017,South Korea,36.0,128.0,2020-02-07,24,0,1,24,1,0,1.722163057360357,Asia,red,1.0,0.0,1.0,1,1,0
3229,Nepal,28.1667,84.25,2020-02-08,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3243,Philippines,13.0,122.0,2020-02-08,3,1,0,3,0,1,1.7225301447979355,Asia,red,0.0,0.0,0.0,0,0,0
3216,Malaysia,2.5,112.5,2020-02-08,16,0,1,16,1,0,1.722163057360357,Asia,red,4.0,0.0,0.0,4,0,0
3270,Sweden,63.0,16.0,2020-02-08,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3275,Thailand,15.0,101.0,2020-02-08,32,0,10,32,10,0,1.722163057360357,Asia,red,7.0,0.0,5.0,7,5,0
3280,United States of America,37.0902,-95.7129,2020-02-08,11,0,0,11,0,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
3283,United Arab Emirates,24.0,54.0,2020-02-08,7,0,0,7,0,0,1.722163057360357,Asia,red,2.0,0.0,0.0,2,0,0
3284,United Kingdom,270.0299,-482.9247,2020-02-08,3,0,0,3,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3288,Vietnam,16.0,108.0,2020-02-08,13,0,1,13,1,0,1.722163057360357,Asia,red,3.0,0.0,0.0,3,0,0
3260,Singapore,1.2833,103.8333,2020-02-08,33,0,2,33,2,0,1.722163057360357,Asia,red,3.0,0.0,2.0,3,2,0
3272,Taiwan,23.7,121.0,2020-02-08,17,0,1,17,1,0,1.722163057360357,Asia,red,1.0,0.0,0.0,1,0,0
3248,Russia,60.0,90.0,2020-02-08,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3266,Spain,40.0,-4.0,2020-02-08,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3267,Sri Lanka,7.0,81.0,2020-02-08,1,0,1,1,1,0,1.722163057360357,Asia,red,0.0,0.0,1.0,0,1,0
3141,Cambodia,11.55,104.9167,2020-02-08,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3146,China,1083.3367,3684.4197,2020-02-08,36814,805,2596,"36,814","2,596",805,2.017668444611156,Asia,red,2704.0,87.0,597.0,"2,704",597,87
3127,Belgium,50.8333,4.0,2020-02-08,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3119,Australia,-255.9695,1129.8623,2020-02-08,15,0,2,15,2,0,1.722163057360357,Oceania,green,0.0,0.0,0.0,0,0,0
3188,India,21.0,78.0,2020-02-08,3,0,0,3,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3194,Italy,43.0,12.0,2020-02-08,3,0,0,3,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3196,Japan,36.0,138.0,2020-02-08,25,0,1,25,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3171,Finland,64.0,26.0,2020-02-08,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3175,Germany,51.0,9.0,2020-02-08,13,0,0,13,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3200,South Korea,36.0,128.0,2020-02-08,24,0,1,24,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3412,Nepal,28.1667,84.25,2020-02-09,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3426,Philippines,13.0,122.0,2020-02-09,3,1,0,3,0,1,1.7225301447979355,Asia,red,0.0,0.0,0.0,0,0,0
3399,Malaysia,2.5,112.5,2020-02-09,16,0,1,16,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3431,Russia,60.0,90.0,2020-02-09,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3463,United States of America,37.0902,-95.7129,2020-02-09,11,0,3,11,3,0,1.722163057360357,Americas,navy,0.0,0.0,3.0,0,3,0
3466,United Arab Emirates,24.0,54.0,2020-02-09,7,0,0,7,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3467,United Kingdom,270.0299,-482.9247,2020-02-09,3,0,0,3,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3471,Vietnam,16.0,108.0,2020-02-09,13,0,1,13,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3458,Thailand,15.0,101.0,2020-02-09,32,0,10,32,10,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3455,Taiwan,23.7,121.0,2020-02-09,18,0,1,18,1,0,1.722163057360357,Asia,red,1.0,0.0,0.0,1,0,0
3443,Singapore,1.2833,103.8333,2020-02-09,40,0,2,40,2,0,1.722163057360357,Asia,red,7.0,0.0,0.0,7,0,0
3449,Spain,40.0,-4.0,2020-02-09,2,0,0,2,0,0,1.722163057360357,Europe,orange,1.0,0.0,0.0,1,0,0
3450,Sri Lanka,7.0,81.0,2020-02-09,1,0,1,1,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3453,Sweden,63.0,16.0,2020-02-09,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3383,South Korea,36.0,128.0,2020-02-09,25,0,3,25,3,0,1.722163057360357,Asia,red,1.0,0.0,2.0,1,2,0
3324,Cambodia,11.55,104.9167,2020-02-09,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3329,China,1083.3367,3684.4197,2020-02-09,39829,905,3219,"39,829","3,219",905,2.054377188369019,Asia,red,3015.0,100.0,623.0,"3,015",623,100
3302,Australia,-255.9695,1129.8623,2020-02-09,15,0,2,15,2,0,1.722163057360357,Oceania,green,0.0,0.0,0.0,0,0,0
3310,Belgium,50.8333,4.0,2020-02-09,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3371,India,21.0,78.0,2020-02-09,3,0,0,3,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3377,Italy,43.0,12.0,2020-02-09,3,0,0,3,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3379,Japan,36.0,138.0,2020-02-09,26,0,1,26,1,0,1.722163057360357,Asia,red,1.0,0.0,0.0,1,0,0
3354,Finland,64.0,26.0,2020-02-09,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3358,Germany,51.0,9.0,2020-02-09,14,0,0,14,0,0,1.722163057360357,Europe,orange,1.0,0.0,0.0,1,0,0
3595,Nepal,28.1667,84.25,2020-02-10,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3609,Philippines,13.0,122.0,2020-02-10,3,1,0,3,0,1,1.7225301447979355,Asia,red,0.0,0.0,0.0,0,0,0
3582,Malaysia,2.5,112.5,2020-02-10,18,0,1,18,1,0,1.722163057360357,Asia,red,2.0,0.0,0.0,2,0,0
3614,Russia,60.0,90.0,2020-02-10,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3650,United Kingdom,270.0299,-482.9247,2020-02-10,8,0,0,8,0,0,1.722163057360357,Europe,orange,5.0,0.0,0.0,5,0,0
3649,United Arab Emirates,24.0,54.0,2020-02-10,8,0,0,8,0,0,1.722163057360357,Asia,red,1.0,0.0,0.0,1,0,0
3654,Vietnam,16.0,108.0,2020-02-10,14,0,1,14,1,0,1.722163057360357,Asia,red,1.0,0.0,0.0,1,0,0
3641,Thailand,15.0,101.0,2020-02-10,32,0,10,32,10,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3646,United States of America,37.0902,-95.7129,2020-02-10,11,0,3,11,3,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
3638,Taiwan,23.7,121.0,2020-02-10,18,0,1,18,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3626,Singapore,1.2833,103.8333,2020-02-10,45,0,2,45,2,0,1.722163057360357,Asia,red,5.0,0.0,0.0,5,0,0
3632,Spain,40.0,-4.0,2020-02-10,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3633,Sri Lanka,7.0,81.0,2020-02-10,1,0,1,1,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3636,Sweden,63.0,16.0,2020-02-10,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3507,Cambodia,11.55,104.9167,2020-02-10,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3512,China,1083.3367,3684.4197,2020-02-10,42354,1012,3918,"42,354","3,918","1,012",2.0936555441899327,Asia,red,2525.0,107.0,699.0,"2,525",699,107
3485,Australia,-255.9695,1129.8623,2020-02-10,15,0,2,15,2,0,1.722163057360357,Oceania,green,0.0,0.0,0.0,0,0,0
3493,Belgium,50.8333,4.0,2020-02-10,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3554,India,21.0,78.0,2020-02-10,3,0,0,3,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3560,Italy,43.0,12.0,2020-02-10,3,0,0,3,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3562,Japan,36.0,138.0,2020-02-10,26,0,4,26,4,0,1.722163057360357,Asia,red,0.0,0.0,3.0,0,3,0
3566,South Korea,36.0,128.0,2020-02-10,27,0,3,27,3,0,1.722163057360357,Asia,red,2.0,0.0,0.0,2,0,0
3537,Finland,64.0,26.0,2020-02-10,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3541,Germany,51.0,9.0,2020-02-10,14,0,0,14,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3778,Nepal,28.1667,84.25,2020-02-11,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3792,Philippines,13.0,122.0,2020-02-11,3,1,0,3,0,1,1.7225301447979355,Asia,red,0.0,0.0,0.0,0,0,0
3765,Malaysia,2.5,112.5,2020-02-11,18,0,3,18,3,0,1.722163057360357,Asia,red,0.0,0.0,2.0,0,2,0
3797,Russia,60.0,90.0,2020-02-11,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3833,United Kingdom,270.0299,-482.9247,2020-02-11,8,0,0,8,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3832,United Arab Emirates,24.0,54.0,2020-02-11,8,0,0,8,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3837,Vietnam,16.0,108.0,2020-02-11,15,0,6,15,6,0,1.722163057360357,Asia,red,1.0,0.0,5.0,1,5,0
3824,Thailand,15.0,101.0,2020-02-11,33,0,10,33,10,0,1.722163057360357,Asia,red,1.0,0.0,0.0,1,0,0
3829,United States of America,37.0902,-95.7129,2020-02-11,12,0,3,12,3,0,1.722163057360357,Americas,navy,1.0,0.0,0.0,1,0,0
3821,Taiwan,23.7,121.0,2020-02-11,18,0,1,18,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3809,Singapore,1.2833,103.8333,2020-02-11,47,0,9,47,9,0,1.722163057360357,Asia,red,2.0,0.0,7.0,2,7,0
3815,Spain,40.0,-4.0,2020-02-11,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3816,Sri Lanka,7.0,81.0,2020-02-11,1,0,1,1,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3819,Sweden,63.0,16.0,2020-02-11,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3690,Cambodia,11.55,104.9167,2020-02-11,1,0,0,1,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3695,China,1083.3367,3684.4197,2020-02-11,44386,1112,4636,"44,386","4,636","1,112",2.130364287947796,Asia,red,2032.0,100.0,718.0,"2,032",718,100
3668,Australia,-255.9695,1129.8623,2020-02-11,15,0,2,15,2,0,1.722163057360357,Oceania,green,0.0,0.0,0.0,0,0,0
3676,Belgium,50.8333,4.0,2020-02-11,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3737,India,21.0,78.0,2020-02-11,3,0,0,3,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3743,Italy,43.0,12.0,2020-02-11,3,0,0,3,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3745,Japan,36.0,138.0,2020-02-11,26,0,9,26,9,0,1.722163057360357,Asia,red,0.0,0.0,5.0,0,5,0
3749,South Korea,36.0,128.0,2020-02-11,28,0,3,28,3,0,1.722163057360357,Asia,red,1.0,0.0,0.0,1,0,0
3720,Finland,64.0,26.0,2020-02-11,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3724,Germany,51.0,9.0,2020-02-11,16,0,0,16,0,0,1.722163057360357,Europe,orange,2.0,0.0,0.0,2,0,0
3961,Nepal,28.1667,84.25,2020-02-12,1,0,1,1,1,0,1.722163057360357,Asia,red,0.0,0.0,1.0,0,1,0
3975,Philippines,13.0,122.0,2020-02-12,3,1,1,3,1,1,1.7225301447979355,Asia,red,0.0,0.0,1.0,0,1,0
3948,Malaysia,2.5,112.5,2020-02-12,18,0,3,18,3,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3980,Russia,60.0,90.0,2020-02-12,2,0,2,2,2,0,1.722163057360357,Europe,orange,0.0,0.0,2.0,0,2,0
4016,United Kingdom,270.0299,-482.9247,2020-02-12,9,0,1,9,1,0,1.722163057360357,Europe,orange,1.0,0.0,1.0,1,1,0
4015,United Arab Emirates,24.0,54.0,2020-02-12,8,0,1,8,1,0,1.722163057360357,Asia,red,0.0,0.0,1.0,0,1,0
4020,Vietnam,16.0,108.0,2020-02-12,15,0,6,15,6,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
4007,Thailand,15.0,101.0,2020-02-12,33,0,10,33,10,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
4012,United States of America,37.0902,-95.7129,2020-02-12,12,0,3,12,3,0,1.722163057360357,Americas,navy,0.0,0.0,0.0,0,0,0
4004,Taiwan,23.7,121.0,2020-02-12,18,0,1,18,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3992,Singapore,1.2833,103.8333,2020-02-12,50,0,15,50,15,0,1.722163057360357,Asia,red,3.0,0.0,6.0,3,6,0
3998,Spain,40.0,-4.0,2020-02-12,2,0,0,2,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3999,Sri Lanka,7.0,81.0,2020-02-12,1,0,1,1,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
4002,Sweden,63.0,16.0,2020-02-12,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3873,Cambodia,11.55,104.9167,2020-02-12,1,0,1,1,1,0,1.722163057360357,Asia,red,0.0,0.0,1.0,0,1,0
3878,China,1083.3367,3684.4197,2020-02-12,44759,1117,5082,"44,759","5,082","1,117",2.1321997251356892,Asia,red,373.0,5.0,446.0,373,446,5
3851,Australia,-255.9695,1129.8623,2020-02-12,15,0,2,15,2,0,1.722163057360357,Oceania,green,0.0,0.0,0.0,0,0,0
3859,Belgium,50.8333,4.0,2020-02-12,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3920,India,21.0,78.0,2020-02-12,3,0,0,3,0,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
3926,Italy,43.0,12.0,2020-02-12,3,0,0,3,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
3928,Japan,36.0,138.0,2020-02-12,28,0,9,28,9,0,1.722163057360357,Asia,red,2.0,0.0,0.0,2,0,0
3932,South Korea,36.0,128.0,2020-02-12,28,0,7,28,7,0,1.722163057360357,Asia,red,0.0,0.0,4.0,0,4,0
3903,Finland,64.0,26.0,2020-02-12,1,0,1,1,1,0,1.722163057360357,Europe,orange,0.0,0.0,1.0,0,1,0
3907,Germany,51.0,9.0,2020-02-12,16,0,0,16,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
4144,Nepal,28.1667,84.25,2020-02-13,1,0,1,1,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
4158,Philippines,13.0,122.0,2020-02-13,3,1,1,3,1,1,1.7225301447979355,Asia,red,0.0,0.0,0.0,0,0,0
4131,Malaysia,2.5,112.5,2020-02-13,19,0,3,19,3,0,1.722163057360357,Asia,red,1.0,0.0,0.0,1,0,0
4185,Sweden,63.0,16.0,2020-02-13,1,0,0,1,0,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
4190,Thailand,15.0,101.0,2020-02-13,33,0,12,33,12,0,1.722163057360357,Asia,red,0.0,0.0,2.0,0,2,0
4195,United States of America,37.0902,-95.7129,2020-02-13,13,0,3,13,3,0,1.722163057360357,Americas,navy,1.0,0.0,0.0,1,0,0
4198,United Arab Emirates,24.0,54.0,2020-02-13,8,0,1,8,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
4199,United Kingdom,270.0299,-482.9247,2020-02-13,9,0,1,9,1,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
4203,Vietnam,16.0,108.0,2020-02-13,16,0,7,16,7,0,1.722163057360357,Asia,red,1.0,0.0,1.0,1,1,0
4175,Singapore,1.2833,103.8333,2020-02-13,58,0,15,58,15,0,1.722163057360357,Asia,red,8.0,0.0,0.0,8,0,0
4187,Taiwan,23.7,121.0,2020-02-13,18,0,1,18,1,0,1.722163057360357,Asia,red,0.0,0.0,0.0,0,0,0
4163,Russia,60.0,90.0,2020-02-13,2,0,2,2,2,0,1.722163057360357,Europe,orange,0.0,0.0,0.0,0,0,0
